Date,Feature,Regime,IC,PValue,N_Stocks
2014-06-04,Return_5,SIDEWAYS,0.27347781217750256,0.2721726853194866,18
2014-06-04,Return_10,SIDEWAYS,-0.42414860681114547,0.0793889023946049,18
2014-06-04,Reversal_5,SIDEWAYS,-0.27347781217750256,0.2721726853194866,18
2014-06-04,Reversal_10,SIDEWAYS,0.42414860681114547,0.0793889023946049,18
2014-06-04,Return_Rank,SIDEWAYS,-0.2507739938080495,0.31551339595948574,18
2014-06-04,Momentum_Rank,SIDEWAYS,-0.16408668730650156,0.5152947310342115,18
2014-06-04,Volatility_Rank,SIDEWAYS,-0.4757481940144479,0.04597857203121229,18
2014-06-04,Vol_Regime,SIDEWAYS,-0.3747873302852207,0.12541829040096322,18
2014-06-04,Return_Z,SIDEWAYS,-0.2507739938080495,0.31551339595948574,18
2014-06-04,Momentum_ATR_Z,SIDEWAYS,-0.27347781217750256,0.2721726853194866,18
2014-06-04,Momentum_Vol_Z,SIDEWAYS,0.10629514963880288,0.6746395315456968,18
2014-06-04,Volatility_Z,SIDEWAYS,-0.4757481940144479,0.04597857203121229,18
2014-06-04,RSI_Z,SIDEWAYS,-0.4262125902992776,0.07778293683965698,18
2014-06-04,MACD_Z,SIDEWAYS,-0.28586171310629516,0.25016959354548063,18
2014-06-04,MACD_Hist_Z,SIDEWAYS,-0.15170278637770898,0.5479006675946312,18
2014-06-04,Trend_Strength_Z,SIDEWAYS,-0.6037151702786379,0.007978467211182616,18
2014-06-04,Return_5_Z,SIDEWAYS,0.27347781217750256,0.2721726853194866,18
2014-06-04,Return_10_Z,SIDEWAYS,-0.42414860681114547,0.0793889023946049,18
2014-06-04,Volume_Change_Z,SIDEWAYS,-0.2631578947368421,0.29139239227836833,18
2014-06-04,Volume_Ratio_Z,SIDEWAYS,-0.4303405572755417,0.07464277608599114,18
2014-06-04,Range_Position_Z,SIDEWAYS,-0.43653250773993807,0.07010903657780519,18
2014-06-04,ATR_Z,SIDEWAYS,0.5252837977296182,0.02518359155961345,18
2014-06-04,Gap_Z,SIDEWAYS,-0.22187822497420018,0.3762254210655622,18
2014-06-04,EMA_Spread_Z,SIDEWAYS,-0.5376676986584108,0.021371414657806453,18
2014-06-04,EPS,SIDEWAYS,0.7089783281733747,0.0009869258677951244,18
2014-06-04,PE,SIDEWAYS,0.04643962848297213,0.8548139516870752,18
2014-06-04,PE_Change,SIDEWAYS,-0.4943240454076367,0.037044049807446154,18
2014-06-04,PE_Z,SIDEWAYS,0.04643962848297213,0.8548139516870752,18
2014-06-04,Value_Score,SIDEWAYS,-0.04643962848297213,0.8548139516870752,18
2014-06-04,PE_Rank,SIDEWAYS,0.04643962848297213,0.8548139516870752,18
2014-06-04,Value_Rank,SIDEWAYS,-0.04643962848297213,0.8548139516870752,18
2014-06-04,EMA_S,SIDEWAYS,0.5913312693498451,0.009747493195938688,18
2014-06-04,EMA_M,SIDEWAYS,0.5913312693498451,0.009747493195938688,18
2014-06-05,Return,SIDEWAYS,-0.44685242518059853,0.06301029106386723,18
2014-06-05,Log_Return,SIDEWAYS,-0.44685242518059853,0.06301029106386723,18
2014-06-05,MA10,SIDEWAYS,0.6449948400412797,0.003849373038824422,18
2014-06-05,EMA10,SIDEWAYS,0.6449948400412797,0.003849373038824422,18
2014-06-05,Price_to_MA10,SIDEWAYS,-0.07739938080495357,0.7601672386317742,18
